,text
25,"Joe Biden and the environmental left launched a war on American energy independence. 

High gas and energy prices are the results."
26,"Local leaders in Montgomery County are concerned about making certain parents have a voice — from their child’s education to online privacy. 

@mayordurrett @MayorJoePitts https://t.co/Pxlnpn4umj"
27,Please stay safe and follow the instructions of your local officials. https://t.co/PYCtKy3r4w
28,"RT @T_E_M_A: There is the potential for severe weather today through this evening. Primary concerns are damaging winds, hail, flooding, &amp; t…"
29,RT @wendynationswx: If you can hear the sirens now in Shelby County TAKE COVER NOW! Move to a storm shelter or an interior room on the lowe…
30,Biden decided that COVID is over for illegal aliens at the southern border but not for Americans.
31,"Mask mandates for air travel will reportedly be extended for two more weeks, while COVID restrictions at our border like Title 42 are being dropped. 

Why is Joe Biden ending the pandemic for illegal immigrants and not American citizens?"
32,Started off a rainy morning at the Dickson County Chamber of Commerce discussing how we can foster workforce development across Tennessee and fight back against Joe Biden’s reckless energy agenda. https://t.co/EXMX7NLJXh
33,"U.S. natural gas prices have skyrocketed 79% in 2022.

We need an Operation Warp Speed for American energy now."
34,"Biden said today he’s doing everything within his power to lower gas prices. 

If that were true, he would have restarted the Keystone XL pipeline by now."
35,Most Americans would trade tweets for lower prices at the pump. https://t.co/wVXrVlmRwJ
36,"Parents will not be silenced as the left attempts to indoctrinate our children — we’re witnessing a culture war in America. 

@WinsomeSears @pnjaban @PastorDScott @ChadFWolf

@asholiver.
https://t.co/GZPHLtFsmg"
37,"Joe Biden’s inflation tax is costing Americans $5,200 a year."
38,"Inflation just accelerated to 8.5% — a new 40-year high.

American families are paying the price (literally) of Joe Biden’s failed policies."
39,You know things aren’t great when Jen Psaki is attempting to do clean-up BEFORE the inflation numbers are released. https://t.co/EoInePBvVV
40,Tennesseans want a wall on our southern border.
41,Democrats and the left-wing media think you are radical for wanting to keep biological males out of women’s sports.
42,A wall on our southern border would fix the problems Joe Biden created.
43,Joe Biden’s reckless spending has resulted in record-high inflation.
44,"Yesterday, @ChuckGrassley and I visited the Des Moines VA to hear about the care they provide for many Iowa veterans. 

It's always my great honor to support the men and women who have faithfully served our country. https://t.co/6AbeYlllnV"
45,"On the day that President Biden took office, the average gallon of gas was $2.38. 

At the time of Putin’s invasion of Ukraine, the average price was $3.53.

This isn’t Putin’s price hike — it’s because of Joe Biden."
46,We have a serious problem if Fauci refuses to condemn Communist China’s response to a global pandemic.
47,"“But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faithfulness, gentleness, self-control; against such things there is no law.” — Galatians 5:22-23"
48,RT @ChuckGrassley: Senator Marsha Blackburn visited the Des Moines VA w me to learn more about their service to 40000 Iowa veterans. God bl…
49,The #BidenBorderCrisis is about to get a whole lot worse when Title 42 is repealed.
50,"What’s happening in Ukraine is sickening. Russia has set up ‘filtration camps’ for innocent,  terrorized Ukrainians — the West cannot sit back silently."
51,"Last month, 6,000 immigrants crossed our southern border illegally every day. 

When Biden ends Title 42, that number could skyrocket to 18,000 illegal immigrants per day."
52,"Communist China is accelerating its nuclear weapons buildup. 

This is the time for the Biden administration to portray ‘peace through strength’ — not more weak talk."
53,"Join me in praying for those who face hardship and tragedy because of Putin’s crimes against humanity.
https://t.co/mYXBlKvwc4"
54,Remember when Twitter censored details on Joe Biden’s involvement in shady business deals for ‘misinformation?’
55,"If Judge Jackson does not know what a woman is, how will she be able to resolve sex discrimination claims or rule on Title IX cases?"
56,"The Biden administration expects another border surge, but they refuse to do anything about it. Why is that?"
57,"Biden keeps blaming inflation and high gas prices on everyone and everything but himself. 

Tennesseans know the truth."
58,"RT @thehill: .@MarshaBlackburn: ""I told Judge Jackson I was going to ask her about parental rights, about CRT, about biological males compe…"
59,"‘Sorry’ isn’t good enough. We need answers, explanations, and resignations for this disastrous decision.

@kristina_wong https://t.co/mRu7SD4n0K"
60,This is what socialism gives you: censorship and the suppression of truth. https://t.co/nAI02o7Rb6
61,RT @RealHarisAlic: Defense Secretary Austin open to non-binary individuals enlisting in the Armed Forces - https://t.co/RsQUOBKv3m - @washt…
62,RT @RealHarisAlic: .@MarshaBlackburn calls on Biden’s intel aides to testify over sharing info with China before Russian invasion - https:/…
63,RT @Kredo0: INBOX: Top Biden Defense Officials Admit Administration Was Wrong To Share Intelligence With Chinese via ⁦⁦@MarshaBlackburn⁩ ht…
64,"Top Biden defense officials just admitted that it was wrong of the administration to share intelligence about Russia with the Chinese. 

You’d think they would have figured that out ahead of time. https://t.co/8beja9D75Z"
65,"While Biden fails to secure the border, China is busy sending chemicals to Mexican cartels who make and ship fentanyl here.

Our adversaries are taking advantage of the border crisis — Biden needs to secure it now."
66,"Americans want a Supreme Court Justice who will protect our children, liberties, and Constitution. 

Judge Jackson has made it clear she will be a rubber-stamp for the far left’s agenda, and I cannot in good conscience support her confirmation to the highest court in the land."
67,RT @SenateGOP: Tune in at 12:30pm ET as Senate Republicans discuss the upcoming vote to confirm Ketanji Brown Jackson to the United States…
68,General Milley and Secretary Austin both admitted that the Biden administration should not have shared intelligence with the Chinese. https://t.co/OpYXS2Ouva
69,"Ukraine is being invaded, and the Biden administration is focused on investing millions of taxpayer dollars to push progressive ideology on our servicemembers."
70,Putin took notes as Biden’s weakness led to a disastrous U.S. withdrawal from Afghanistan.
71,Why did the Biden administration meet with top Chinese officials to give them intel on Russian troop movements?
72,"Russia must be fully accountable for its atrocious war crimes against innocent Ukrainian civilians. 

Banning normal trade relations and oil imports from Russia is a step in the right direction. However, we must prioritize making America energy independent again."
73,Parents live in fear of the progressive ideology being pushed in our schools.
74,The mainstream media has lied to you for over a year about Hunter Biden and his laptop of doom.
75,Americans want lower gas prices — Biden and the left want a radical climate agenda.
76,Americans deserve the full truth about Hunter Biden’s laptop. https://t.co/u8ZZl2TlAp
77,Joe Biden ended COVID restrictions for illegal immigrants before American citizens.
78,"Joe Biden claims he doesn't speak to his son about his business dealings.

How can that be true when Joe wrote a recommendation letter for the son of Hunter’s Chinese business partner?"
79,"Meanwhile, the Biden administration refuses to secure the southern border. https://t.co/u9odghSg4a"
80,Irrefutable proof that Joe Biden knew about Hunter’s business dealings. https://t.co/ElUfl0Iczu
81,Michael Sussman lied in a text to the FBI about working for the Clinton campaign when he tried to falsify allegations against President Trump.
82,"Just like real communists, BLM wants your money to live a life of luxury. https://t.co/1tJTVbzWZ6"
83,What deals have Hunter and Joe Biden made with the Chinese Communist Party?
84,"With all of Joe’s recent failures, it’s no surprise former President Obama was back at the White House today — someone has to do damage control."
85,Both Disney and their supporters in the Chinese Communist Party support taking away rights from parents.
86,"Since Title 42 is being terminated because COVID is over, why do we need to spend another $10 billion on COVID relief or wear masks on airplanes?"
87,"Hunter Biden exploited his family name, and Joe Biden and Ron Klain are trying to keep it “low low key.” https://t.co/iY2hcB1b4a"
88,"Here’s what you need to know about Biden Inc.
 
—The Biden family has done 5 deals in China totaling some $31M
 
—Hunter Biden’s assistant was allegedly a Chinese researcher
 
—Hunter’s private equity firm held a stake in a company with ties to the highest levels of the CCP"
89,"The Biden administration is throwing Americans’ security aside in the name of optics. 

Abandoning Title 42 will lead to unprecedented chaos at our southern border. https://t.co/iquJCJW2DF"
90,Why is no one surprised that a problematic CNN anchor is angry that someone who is pro-free speech will have more say on what happens at Twitter. https://t.co/qQ7DmneGDS
91,"Elon Musk has made clear he opposes big tech censorship, and that’s something all freedom-loving Americans can get behind."
92,Communist China is rapidly expanding its nuclear weapons and military capabilities while Biden is advocating to reduce our nuclear weapons.
93,"The hypocrisy coming out of the Biden Administration just doesn’t end. 

Their latest stunt? Ending Title 42 because COVID is over while continuing to force Americans to wear masks on airplanes."
94,Hunter profited off of Joe Biden’s office with money from CCP linked businesses.
95,Joe Biden’s chief of staff thinks it’s okay for Hunter to take money from Communist China while exploiting his father’s office. https://t.co/soP5UbZi5N
96,Judge Jackson will be a rubber stamp for the radical left. https://t.co/5I5QedI9ac
97,"The left wants to rewrite our history, allow children to choose their gender, and teach CRT."
98,"Judge Jackson’s record has made it clear that she will interpret the Constitution through the lens of progressive ideology. 

I cannot in good conscience vote in favor of her nomination to the Supreme Court. https://t.co/vbkH0KWtps"
99,A Supreme Court justice’s primary commitment should always be to the Constitution — not to woke progressivism.
100,"In the time since Judge Jackson testified at her confirmation hearing, Disney has eliminated saying “boys and girls,” the State Department announced you could select “X” as a gender on your passport, and TSA will implement gender-neutral security screenings."
101,"The radical left is teaching five-year-olds that they can choose their own sex. 

Meanwhile, they’ve put forward a nominee to the Supreme Court who cannot define the word “woman.”"
102,"The heinous war crimes Putin is carrying out against innocent Ukrainian civilians are monstrous and despicable. 


The USA unequivocally stands with Ukraine in its fight to preserve its sovereignty."
103,"Americans want a Supreme Court justice who will uphold the rule of law, not twist it to fit their personal agendas."
104,"We’ve had unprecedented numbers of illegal immigrants pouring across the southern border. 

Biden has done nothing."
105,We can’t sit back and allow the left to indoctrinate our children.
106,"President Biden’s budget will force cuts to key nuclear capabilities, at a time when Russia is threatening nuclear war. Russia, China, North Korea &amp; Iran only understand peace through strength. We must provide our military the resources they need to defend &amp; protect our freedom."
107,"RT @TNMilitaryDept: Thank you!

While airlifting water from a local lake near Seymour to fight the East Tennessee wildfires yesterday, Tenn…"
108,"There is a crisis on our southern border, and Joe Biden wants to roll back restrictions."
109,Make no mistake: we’re witnessing a culture war in America.
110,"“The Lord is my rock and my fortress and my deliverer, my God, my rock, in whom I take refuge, my shield, and the horn of my salvation, my stronghold.” — Psalm 18:2"
111,Joe Biden is spreading disinformation by blaming Putin for the high gas prices.
112,Now is not the time to roll back restrictions on illegal immigration.
113,"Parents across America are paying attention to what their children are learning in the classroom, and they’re speaking up. 

Ban critical race theory."
114,It is absolutely paramount that we secure our southern border.
115,"Disney won’t say “boys and girls,” and schools are teaching children critical race theory. The left has launched a full-blown assault on American values. https://t.co/fzHrUHvjfQ"
116,The Biden administration intends to allow terrorists to slip through the cracks with the new Iranian Nuclear Deal.
117,"Finished the day in Campbell County, receiving an update on all the great work they are doing to bring new industry to the area. https://t.co/98gVFOSbL0"
118,"Stopped in to see Mayor Jeff Tibbals in Scott County, where we discussed the importance of ensuring residents have access to broadband and telehealth. https://t.co/fEBdwanS3L"
119,Biden’s new Iran Nuclear Deal is filled with loopholes that let known terrorists enter and stay in the U.S.
120,"Met with local leaders in Morgan County and heard from them about how decisions in Washington are affecting them — including unprecedented illegal immigration, inflation, and reckless spending. https://t.co/xj2edN2zxT"
121,"RT @Carter_Lawrence: So thankful for the firefighters, law enforcement officers, emergency management  personnel, and all other first respo…"
122,Always a good time in Fentress County! Our local and federal partnership is vital to a prospering Tennessee. https://t.co/Q6ePSuWNQd
123,The pandemic is over for illegals crossing our border but not Americans being forced to wear a mask on airplanes. https://t.co/b8uvkh3C8u
124,"In Anderson County, I spoke with Chamber officials concerned with high prices at the pump and Biden’s bandaid fix to release 180 million barrels of oil. 

We must prioritize finishing the Keystone pipeline and making America energy independent again. https://t.co/YVd0JMAQ70"
125,Biden’s border crisis is out of control. Heavily armed human smugglers were caught with 18 illegal aliens in a U-Haul. https://t.co/GxlCN32H9l
126,"Flipped some flapjacks at the Annual Pancake Fest in Knoxville this morning! 🥞

Thank you to the John T. O’Connor Senior Center for hosting a wonderful event. https://t.co/y23DWMb1cC"
127,"My office and I are standing by to provide any assistance needed. @SevierCounty, @EmaSevier"
128,"Thank you to all of our brave first responders battling the fires in Wears Valley and Seymour. I spoke with local officials, including Sevier County Mayor Waters, Fire Chief Puckett, Pigeon Forge Mayor Wear, Police Chief Catlett, Fire Chief Watson, and City Manager Teaster."
129,Joe Biden is releasing oil in a desperate attempt to put a bandaid on his failing agenda and the sky-high gas prices he created. https://t.co/z2u6qb2I2h
130,"Liberal activists are forcing themselves between parents and their kids, stripping words and institutions of their meaning and indoctrinating our culture with whatever fits their agenda. https://t.co/esd95ycL3w"
131,Parents will not allow our children to be indoctrinated.
132,"Biden administration policies, not Putin, have caused record-high gas prices."
133,"RT @T_E_M_A: If you are near the Sevier County wildfire, please listen to local officials. Individuals needing shelter can go to the Pigeon…"
134,The @StateDept adding an ‘X’ gender option on U.S. passports is another example of the Biden administration bending to the far left’s agenda.
135,"Hillary Clinton’s campaign has been fined by the FEC for their corrupt and dishonest funding of the Steele dossier that smeared President Trump.

Good. Let’s make sure the deep state never gets away with something like this ever again."
136,The only reason Hunter isn’t being investigated is because of his last name.
137,My team and I are monitoring the situation in Sevier County and praying for all those impacted. Thank you to all of our first responders working around the clock. Please continue to follow guidance from local officials in the area. https://t.co/ln9eayD1ZG
138,Disney should focus more on entertaining children and less on indoctrinating them with the left’s woke agenda.
139,"95% of poll participants in my tele-town hall last night agree that a Supreme Court Justice must understand the biological difference between a man and a woman. 

Thank you to the Middle and East Tennesseans who joined. https://t.co/ewCgSJB7pS"
140,We have reached a point in society where five-year-olds are being taught they can choose their gender.
141,RT @T_E_M_A: Severe weather and high winds are expected today across Tennessee. Listen to local officials and always have more than one way…
142,"The southern border is a priority for thousands of American families, but not for Joe Biden."
143,"RT @itsSpencerBrown: ""Tennesseans are fed up with the failing woke policies of the radical left,"" @MarshaBlackburn tells me. ""The Supreme C…"
144,https://t.co/IQwA0HZjje
145,"Ending Title 42 would be a disaster for the already chaotic #BidenBorderCrisis. 

It’s time for Biden to do the right thing, and prioritize our border security."
146,Joe Biden’s tax hike will not benefit you; it will only benefit the left and their radical agenda.
147,The left is actively erasing the definition of a woman before your eyes.
148,"This is happening right now on your southern border, and Joe Biden is busy advocating for a radical climate agenda. https://t.co/MsYBDjr4c9"
149,RT @MartyMakary: Is this following the science?? FDA will authorize 4th doses this week by bypassing the typical voting process of their ex…
150,"Under the Biden administration’s new rule, more illegal immigrants will be allowed to enter our country under the false guise of asylum. https://t.co/BA724jDgyF"
151,Tennesseans deserve to know who Judge Jackson is and what she believes. https://t.co/tsS0RFKiCc
152,"Thank you to our veterans who served so selflessly during the Vietnam War. Today and every day, we honor your bravery and sacrifice. #VietnamVeteransDay"
153,"RT @BillFOXLA: NEW: U.S. Border Patrol Chief Raul Ortiz says in the next few days, the US will hit 1 million encounters with migrants for f…"
154,The federal government never gets enough of the tax payers money. https://t.co/41WoXCDev4
155,This goes beyond a single definition — it’s about the left’s culture war on women and our family values.
156,Biden’s economic plan will put families out of work.
157,The Biden economic agenda is the surest way to ship your jobs overseas.
158,Joe Biden’s historic nominee to the Supreme Court can’t even define what a woman is.
159,"RT @thehill: .@MarshaBlackburn: ""To ask questions is not an attack. How do we keep our nation free and strong? We do it by robust, respectf…"
160,"Right on, @WinsomeSears! https://t.co/pdcgtfXnEp"
161,"Biden told the Polish president, “We have on our southern border thousands of people a day, literally not figuratively, trying to get into the U.S.""

There is simple is a solution to that problem, @JoeBiden. #BuildTheWall"
162,"Americans are suffering under record-high inflation. Biden’s proposed $5 trillion in new spending is packed full of socialism — including universal Pre-K &amp; climate change. 

We will not support spending more on the left’s wish list, which will kill jobs &amp; create more inflation."
163,"Words have meaning, and it matters how our adversaries interpret them. https://t.co/I35sLkkRPr"
164,All thanks to the #BidenBorderCrisis https://t.co/YrTpNMhhff
165,"Xi Jinping is closely watching not only Putin’s invasion of Ukraine but also the U.S. response.
https://t.co/1VaZ8j8sxa"
166,Oil prices around the world are still sky-high. We can't become energy independent until the Biden White House stops their war on oil.
167,".@StJude provides world-class care for children, and we are so grateful they are opening their arms to these Ukrainian families. 
https://t.co/ZVQZ5KusY9"
168,The Taliban government is imposing new chaperone rules on Afghan women. This is the result of our disastrous departure from Afghanistan.
169,"Great story, thank you @FedEx!
https://t.co/NkQiTQNgyz"
170,"RT @HeatherNauert: I’m proud of Peggy Arnold Nashville, TN -named Trucker of the Year by ⁦@WomenInTrucking⁩ ! 🥰 Peggy left retail to become…"
171,"“My help comes from the Lord, who made heaven and earth.” — Psalm 121:2"
172,"Judge Jackson has presided over several child pornography cases, and she consistently came down on the side of the abuser. 

In fact, on average, she sentenced child porn defendants to over five years below the recommended minimum sentence."
173,Heartwarming story coming out Nashville this weekend. God bless our first responders. https://t.co/xd8mqK2SzB
174,Democrats will throw your tax dollars at anything before fixing the problems their policies create.
175,"Always great to have your support, Tomi! https://t.co/03yB4UxwtT"
176,@MollyJongFast That's just a fraction of the people who are tired of 'journalists' like you and your left-wing propaganda.
177,The mainstream media wants to talk about everything besides the facts and Judge Jackson’s record.
178,"It’s absurd the U.S. is considering pushing Iranian oil into the global market and allowing them to develop nuclear weapons. 

And let’s not forget that Russia is negotiating the deal on our behalf. https://t.co/clzRvQFRnQ"
179,RT @foxnewsnight: Senator @MarshaBlackburn joins to discuss Biden’s approach to Russia https://t.co/obFDlTwF7N
180,Our southern border is in crisis. We need a Supreme Court Justice to uphold the rule of law — not overturn it to fit their political agenda.
181,"RT @TulsiGabbard: (2/2) … Judge Ketanji Brown Jackson said, “I don’t know.”  The hypocrisy and absurdity of this is that she was nominated…"
182,"RT @TulsiGabbard: (1/2) In order to have a Supreme Court committed to protecting the rights of all Americans, including women, every justic…"
183,"Russian mercenary company, Wagner Group, has been tasked with assassinating a democratically-elected world leader. This sets a dangerous precedent. https://t.co/H19pW7tIVN"
184,"Children who are victimized by predators don’t care about why these predators did what they did. 

Our justice system shouldn’t either."
185,The radical left is working overtime to transform our nation and its values.
186,RT @mercedesschlapp: I just consulted with a biologist and I'm happy to report that I'm still a woman.
187,RT @MarshaBlackburn: @SeanMoran3 Exactly
188,"There are sentencing guidelines for a reason. After Judge Ketanji Brown Jackson sentenced a child predator to 3 months instead of the recommended 8 years, the perpetrator reoffended.

You do not go easy on child predators."
189,"The liberal media is beyond triggered that Judge Jackson, nominated on the basis of her sex, could not even define the word “woman.”
 
CNN and their cronies are exasperated and can't cope with the facts.
 
CC: @brikeilarcnn, @CNN, @washingtonpost, @MSNBC, @nytimes"
190,"RT @ClayTravis: We’ve got @MarshaBlackburn joining us on @clayandbuck now. I think she’s a woman, but I’m not a biologist. Tune in now: htt…"
191,Anyone who exploits our children is a predator and deserves to be locked up.
192,We need a Supreme Court Justice who will adhere to the text of our Constitution – not invent rights to serve their political interests.
193,"Democrats want gasoline ‘stimulus’ checks. 

Let’s deal with the root cause instead. It’s time for the U.S. to restart the Keystone pipeline, drill domestically, and become a net exporter of oil and gas."
194,@SeanMoran3 Exactly
195,RT @SeanMoran3: The Declaration of Independence is the promise; the Constitution is the fulfillment. The Constitution enumerates the rights…
196,"Twitter is censoring @FDRLST content and reporting it “may be unsafe.”

What is unsafe about the truth?"
197,Ketanji Brown Jackson released a cop killer into society.
198,"COVID-19 does not justify the release of roughly 1,500 criminals from the DC Department of Corrections."
199,"With crime skyrocketing, families no longer feel safe in their own neighborhoods. 
 
The right to keep and bear arms is vital and must be protected."
200,Does Judge Jackson still believe child pornography offenders are not pedophiles?
201,"The Constitution grants us rights to life, liberty, and the pursuit of happiness – not abortions."
202,The left needs help solving this one… https://t.co/W75REaurl3
203,"Judge Jackson’s philosophy, it appears, is exactly backward: restrictions on children and families, and freedom for criminals."
204,"A justice who fails to anchor her decisions in the Constitution is legally adrift, guided only by politics and her own personal morals and worldview."
205,"RT @AmericaRpts: WATCH: @MarshaBlackburn says she was ""stunned"" Judge Jackson couldn't define the word ""woman"" #AmericaReports https://t.co…"
206,"Madeleine Albright helped pave the way for an entire generation of American women to take their place on the world stage. 

My deepest condolences to her loved ones during this time."
207,Democrats are so far to the left that their Supreme Court nominee cannot answer a simple question. https://t.co/R0BTuqZfwB
208,"If President Biden fills the Supreme Court with justices who will do his political bidding, it sets a precedent for the next administration to do the same."
209,"RT @benshapiro: The Party told you to reject the evidence of your eyes and ears. It was their final, most essential command."
210,"This is a simple question that requires a simple answer. 

It’s a major red flag that a Supreme Court nominee backed by the far left refuses to define the word “woman.” https://t.co/5IjhmmshG9"
211,RT @TomiLahren: We love our Senator from Tennessee @MarshaBlackburn ❤️🙌🏼🇺🇸
212,"Judge Jackson sentenced child-porn defendants to over five years below the minimum sentence recommended by the Sentencing Guidelines.

This should deeply concern every parent. https://t.co/0NMIZMg1ao"
213,Judge Jackson can’t even define what a woman is. https://t.co/G6OKMYR3Iy
214,It doesn’t take a biologist to understand what a woman is.
215,Now you know how I would feel if I watched your show. https://t.co/4eH6TbgcMm
216,"RT @NolanDMcCaskill: ""I wish you could see your dad's face,"" Blackburn tells KBJ. ""He beams when you talk about the things that he has taug…"
217,"RT @NolanDMcCaskill: Worth noting Blackburn, who's pressing KBJ on abortion, is the only Republican woman on the Senate Judiciary Committee"
218,"RT @ChadPergram: A) GOP TN Sen Blackburn asks SCOTUS nominee Jackson if she will ""define the word 'woman.’” Jackson says she’s not a biolog…"
219,RT @NickFondacaro: Guest co-host Lindsey Granger argues that it's fair for Sen. Marsha Blackburn (R-TN) to ask about Jackson's view on CRT…
220,RT @BreitbartNews: Sen. @MarshaBlackburn Demands Explanation for Criminal Release During Corona from Biden's SCOTUS Nominee https://t.co/n9…
221,American parents deserve a Supreme Court justice who is committed to preserving parental autonomy and protecting our nation’s children. https://t.co/XqafMFtsdV
222,"The liberal dark money groups that back Judge Jackson want to pack the Court.
 
Why won’t she give an answer on her position?"
223,"As a mother and a grandmother, I cannot fathom how a judge would let a child predator off easy."
224,Judge Jackson cannot give a clear and simple definition of the word ‘woman.’
225,"Georgetown Day School, of which Judge Jackson is a board member, teaches kindergarteners that they can choose their gender."
226,"Parents rely on our public school system to teach children facts, not indoctrinate them."
227,"In Judge Jackson’s thesis, she wrote that judges and various court professionals have “personal hidden agendas” that influence how they decide cases."
228,Reminder: the word abortion does not appear in the Constitution.
229,63 million unborn children suffered as a result of judicial activism in Roe v. Wade.
230,"Judge Jackson has described pro-life women as a “hostile, noisy crowd of ‘in-your-face’” women."
231,"The left is doing everything in their power to shut down the tough questions that don’t fit their narrative. 

It’s pathetic, and Americans deserve better. https://t.co/tdXesAP5Hv"
232,"RT @BreitbartNews: NEW PODCAST: @AlexMarlow lays out the main narratives for the Ketanji Brown Jackson confirmation hearings, plus Lia Thom…"
233,Nine justices are charged with interpreting the laws that Congress creates and the Executive Branch implements.
234,https://t.co/Vu6XTQ9VHg
235,"Judge Jackson, during her time on the Sentencing Commission: it is a “mistake” to “assume that child pornography offenders are pedophiles.”"
236,"The liberal media is disregarding and manipulating the facts to fit their narrative.

I'm fighting for the American people because they have a right to know the policies and ideology of a nominee for the highest court in our land. https://t.co/EcsryANTyP"
237,Judge Jackson said it herself: “we must attempt to identify the personal hidden agendas of various court professionals.” https://t.co/N4XmwJdp2Y
238,Demand Justice – a radical progressive dark-money group that backs Judge Jackson’s nomination – is pushing Democrats to pack the Court.
239,"The Senate must ask tough questions of Judge Jackson to know exactly where she stands. 

No amount of spin from the liberal media will deter us from doing our job. https://t.co/sI8bzGrXj4"
240,"Judge Jackson is nominated for a lifetime appointment to the highest court in the land, and her judicial philosophy remains largely unknown."
241,"I’m not afraid to ask tough questions to a nominee for the highest court in our nation. American families’ way of life depends on having a constitutionalist court, but the media and the left will attack anyone who dares to ask important questions."
242,The liberal media will not silence me.
243,"Tennesseans do not want activist judges.

They want judges who will follow the rule of law and the Constitution as written. https://t.co/tomGlZypnm"
244,Tennesseans deserve to know where Judge Jackson stands: will she uphold the rule of law and Constitution as written?
245,Moms and dads are troubled by the progressive agenda being pushed in some of our public-school systems. Educators are allowing biological males to steal opportunities from female athletes in the name of progressivism. https://t.co/pagIVPgZqx
246,"RT @SenJudiciaryGOP: .@MarshaBlackburn: “The American people want a #SCOTUS justice who will protect their families’ freedoms, not be a rub…"
247,"1,500 criminals.

That is the number of convicts Judge Jackson wanted to set loose into society."
248,"Judge Jackson used the COVID-19 pandemic as justification to release a fentanyl drug dealer, a bank robber addicted to heroin, and a convict who murdered a U.S. Marshall back onto the streets."
249,"The American people want a Supreme Court justice who will protect their families’ freedoms, not be a rubber stamp for government overreach into private family decisions."
250,"Rather than defending our girls, those in power are teaching them that their voices don’t matter. Americans need a Supreme Court justice who will protect our children and defend parents’ constitutional right to decide what is best for their own kids."
251,You cannot do the job of a Supreme Court justice without a judicial philosophy.
252,The Senate must not blindly confirm a Supreme Court justice to serve as a rubber stamp for a radical progressive agenda.
253,"Americans want a constitutionalist, not a judicial activist. https://t.co/q9Ae5xze5E"
254,"Comedy has officially been canceled by the Silicon Valley elites. 

We’ve reached a new low when satire is being censored. https://t.co/SyNiziWyBS"
255,Predators that exploit our children are some of the most sick and vile humans on earth. They deserve to be locked up.
256,"Child predators don’t deserve a free pass — they deserve to be locked up.

It’s deeply troubling Judge Jackson does not seem to share this view."
257,"Judge Jackson has yet to answer important questions about her judicial philosophy.

It’s time for her to let Tennesseans know this. It will determine how she approaches her job. https://t.co/pTgBUWvpXk"
258,"Small businesses are hurting under Biden’s price hike. 

Make America energy independent and save our small businesses."
259,Over 2 million illegal immigrants from more than 160 countries have crossed the border since Joe Biden has taken office.
